glpK_L228V__mmpL5_Y300!,mmpL5_A273G__Rv3249c_V83M,mmpL5_P445L,mmpL5_Y586!,Rv0678_L83P,Rv0678_R90C,Rv0678_L117R,Rv0678_274_indel,Rv1979c_247_indel,Rv1979c_R409Q,Rv3249c_A17A,LINEAGE,SITEID,UNIQUEID,PLATEDESIGN,LOG2MIC,UPLOG2MIC,cluster12,cluster25,cluster50,cluster100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0663.lab.MFR-014.iso.1,UKMYC5,-8.059999999999999,-4.06,176,149,321,1189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2348.lab.FN-00239-16.iso.1,UKMYC6,-8.059999999999999,-5.06,1207,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.T8983.lab.IML-00177.iso.1,UKMYC6,-5.06,-4.06,2511,2511,5024,1255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB-054.lab.2203.iso.1,UKMYC5,-8.059999999999999,-4.06,10030,2017,7,1148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2176.lab.FN-00603-16.iso.1,UKMYC6,-8.059999999999999,-5.06,7604,7604,244,3405
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.01311.lab.734422.iso.1,UKMYC5,-4.06,-3.06,5655,5655,5655,2827
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-285.lab.IML-01190.iso.1,UKMYC6,-5.06,-4.06,735,1472,1472,425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2098.lab.FN-01434-15.iso.1,UKMYC6,-8.059999999999999,-5.06,4515,923,461,360
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.00075.lab.700487.iso.1,UKMYC5,-4.06,-3.06,9899,4949,4949,4949
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0946.lab.MA-07124-18.iso.1,UKMYC6,-8.059999999999999,-5.06,950,1399,267,441
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.02TB2444.lab.25803.iso.1,UKMYC5,-8.059999999999999,-4.06,10449,5224,5224,1305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00126806.lab.YA00126806.iso.1,UKMYC6,-4.06,-3.06,6514,113,776,1042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1467.lab.CO-03225-19.iso.1,UKMYC6,-5.06,-4.06,8808,8808,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1549.lab.SJ-00806-19.iso.1,UKMYC6,-4.06,-3.06,431,864,511,2047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,site.10.subj.YA00127801.lab.YA00127801.iso.1,UKMYC6,-4.06,-3.06,344,543,474,816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0956.lab.CO-11878-18.iso.1,UKMYC6,-8.059999999999999,-5.06,8284,8284,377,305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.XD02300178.lab.XD02300178.iso.1,UKMYC6,-5.06,-4.06,2982,2982,2282,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0787.lab.SLM-045.iso.1,UKMYC5,-8.059999999999999,-4.06,795,1073,793,563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1127.lab.2014185051.iso.1,UKMYC5,-8.059999999999999,-4.06,6141,6141,6141,3070
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0814.lab.SLM-075.iso.1,UKMYC5,-8.059999999999999,-4.06,2072,2072,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1110.lab.CO-00462-19.iso.1,UKMYC6,-5.06,-4.06,2442,505,309,2481
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-83.lab.IML-01094.iso.1,UKMYC6,-5.06,-4.06,8960,148,358,1177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00125828.lab.YA00125828.iso.1,UKMYC6,-5.06,-4.06,1025,775,1552,1691
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB42053.lab.1937.iso.1,UKMYC5,-8.059999999999999,-4.06,2894,2894,5789,2894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-94030030.lab.IML-02025.iso.1,UKMYC6,-5.06,-4.06,7268,7268,295,487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0178.lab.2013231063.iso.1,UKMYC5,-3.06,-2.0,8113,8113,4056,4056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.UH01275143.lab.UH01275143.iso.1,UKMYC6,-5.06,-4.06,9502,27,173,619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T6577.lab.IML-00104.iso.1,UKMYC6,-5.06,-4.06,10206,192,772,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1085.lab.2014185002.iso.1,UKMYC5,-8.059999999999999,-4.06,8495,8495,4247,4247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.GB-82740115.lab.82740115.iso.1,UKMYC6,-5.06,-4.06,7512,7512,415,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00106056.lab.YA00106056.iso.1,UKMYC6,-8.059999999999999,-5.06,4229,4229,2114,452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00076254.lab.YA00076254.iso.1,UKMYC6,-3.06,-2.0,1393,1393,1393,326
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.SZR_0046-14.lab.06MIL0390.iso.1,UKMYC5,-4.06,-3.06,4571,1142,1142,1142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.02TB2016.lab.24551.iso.1,UKMYC6,-4.06,-3.06,1829,3660,914,914
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-82940065.lab.82940065.iso.1,UKMYC6,-5.06,-4.06,8002,8002,412,510
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0406.lab.TAN-692.iso.1,UKMYC5,-4.06,-3.06,4242,4242,793,563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LR-3006.lab.CR-01479-15.iso.1,UKMYC6,-8.059999999999999,-5.06,915,1831,302,1211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0160.lab.2013232023.iso.1,UKMYC5,-8.059999999999999,-4.06,6967,6967,6967,3483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00021499.lab.YA00021499.iso.1,UKMYC5,-4.06,-3.06,10906,3282,264,535
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0633.lab.MOP-198.iso.1,UKMYC5,-8.059999999999999,-4.06,126,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0609.lab.MOP-169.iso.1,UKMYC5,-8.059999999999999,-4.06,289,487,396,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.01572.lab.803034.iso.1,UKMYC5,-8.059999999999999,-4.06,2606,980,672,1345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0856.lab.06MIL1804.iso.1,UKMYC6,-5.06,-4.06,4438,53,872,1746
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00036034.lab.YA00036034.iso.1,UKMYC5,-4.06,-3.06,3462,3462,3462,452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00720.lab.707220.iso.1,UKMYC5,-8.059999999999999,-4.06,10154,8836,7015,4981
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1119.lab.MA-00028-19.iso.1,UKMYC6,-5.06,-4.06,413,827,227,117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,site.10.subj.UH00935117.lab.UH00935117.iso.1,UKMYC6,-4.06,-3.06,1317,102,474,816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00125758.lab.YA00125758.iso.1,UKMYC6,-4.06,-3.06,1983,3968,195,248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1221.lab.CO-00062-19.iso.1,UKMYC6,-5.06,-4.06,110,781,1564,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0828.lab.SLM-092.iso.1,UKMYC5,-8.059999999999999,-4.06,62,279,1120,4486
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1073.lab.2014184054.iso.1,UKMYC5,-8.059999999999999,-4.06,9849,4924,4924,384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-84520136.lab.IML-02015.iso.1,UKMYC6,-4.06,-3.06,10557,5278,5278,352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1090.lab.06MIL2210.iso.1,UKMYC6,-5.06,-4.06,8086,8086,1009,1009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-90940094.lab.IML-01995.iso.1,UKMYC6,-5.06,-4.06,9832,2457,2457,2457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.00904.lab.716574.iso.1,UKMYC5,-8.059999999999999,-4.06,6955,6955,6955,3477
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00045733.lab.YA00045733.iso.1,UKMYC5,-4.06,-3.06,1794,263,1530,673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.13363.lab.06MIL2086.iso.1,UKMYC6,-5.06,-4.06,9266,434,499,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.CA-0040.lab.CO-05994-18.iso.1,UKMYC6,-5.06,-4.06,326,463,1312,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01564.lab.729214.iso.1,UKMYC5,-8.059999999999999,-4.06,421,3379,3379,844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0696.lab.MFR-116.iso.1,UKMYC5,-8.059999999999999,-4.06,2279,1852,136,246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0605.lab.LS-09806-18.iso.1,UKMYC6,-8.059999999999999,-5.06,449,900,739,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0365.lab.231012-14.iso.1,UKMYC5,-3.06,-2.0,7357,7357,3678,3678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-83560012.lab.83560012.iso.1,UKMYC6,-8.059999999999999,-5.06,7858,7858,274,1099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0323.lab.TAN-751.iso.1,UKMYC5,-8.059999999999999,-4.06,9758,786,176,139
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4334.lab.4334.iso.1,UKMYC6,-5.06,-4.06,730,730,2926,586
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.DJB17.lab.06MIL1511.iso.1,UKMYC6,-5.06,-4.06,5284,2641,5284,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1968.lab.21702.iso.1,UKMYC6,-5.06,-4.06,1836,1836,571,569
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0164.lab.LS-08103-18.iso.1,UKMYC6,-5.06,-4.06,7376,7376,35,496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.NHM_0324-14.lab.06MIL0453.iso.1,UKMYC5,-8.059999999999999,-4.06,10084,2520,2520,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1242.lab.LS-10601-18.iso.1,UKMYC6,-5.06,-4.06,6730,6730,6730,496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0679.lab.MFR-064.iso.1,UKMYC5,-8.059999999999999,-4.06,10901,474,667,496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1303.lab.SJ-00221-19.iso.1,UKMYC6,-8.059999999999999,-5.06,950,1399,267,441
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0028.lab.CO-05290-18.iso.1,UKMYC6,-8.059999999999999,-5.06,586,586,586,148
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB31037.lab.1996.iso.1,UKMYC5,-8.059999999999999,-4.06,1556,1556,114,925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00316.lab.703367.iso.1,UKMYC5,-4.06,-3.06,7894,7894,708,708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0483.lab.SJ-05528-18.iso.1,UKMYC6,-8.059999999999999,-5.06,3238,3238,3238,671
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00708.lab.708061.iso.1,UKMYC5,-8.059999999999999,-4.06,7021,7021,25,418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB33019.lab.1952.iso.1,UKMYC6,-5.06,-4.06,8932,2232,2232,852
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.05TB32050.lab.2032.iso.1,UKMYC6,-4.06,-3.06,3478,3478,6958,1738
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1223.lab.CO-00827-19.iso.1,UKMYC6,-4.06,-3.06,333,884,147,305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.CA-0339.lab.CO-08832-18.iso.1,UKMYC6,-3.06,-2.0,10270,637,831,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0036.lab.2014222006.iso.1,UKMYC5,-4.06,-3.06,9953,4976,4976,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01461.lab.726783.iso.1,UKMYC5,-4.06,-3.06,6842,6842,6842,820
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.00191.lab.633706.iso.1,UKMYC5,-8.059999999999999,-4.06,8685,8685,4342,4342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB0408.lab.17706.iso.1,UKMYC6,-8.059999999999999,-5.06,77,60,1005,2011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.357.lab.357.iso.1,UKMYC6,-4.06,-3.06,1146,517,554,1110
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.SZH_0042-14.lab.06MIL0358.iso.1,UKMYC5,-8.059999999999999,-4.06,3666,3666,44,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.02TB2202.lab.25806.iso.1,UKMYC5,-4.06,-3.06,4916,1228,1228,1228
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00113.lab.631519.iso.1,UKMYC5,-8.059999999999999,-4.06,8323,8323,4161,4161
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00797.lab.703282.iso.1,UKMYC5,-8.059999999999999,-4.06,7647,7647,3823,3823
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0587.lab.241042-14.iso.1,UKMYC5,-8.059999999999999,-4.06,1467,1467,2935,1467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00265.lab.T-4149.iso.1,UKMYC5,-4.06,-3.06,5940,5940,5940,518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0048.lab.CO-05921-18.iso.1,UKMYC6,-5.06,-4.06,7874,7874,233,496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0921.lab.CO-15559-18.iso.1,UKMYC6,-8.059999999999999,-5.06,7412,7412,1852,1852
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1636.lab.22966.iso.1,UKMYC6,-2.0,-1.0,1154,108,1744,316
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB41012.lab.1827.iso.1,UKMYC5,-8.059999999999999,-4.06,4952,1238,1238,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00508.lab.702546.iso.1,UKMYC5,-8.059999999999999,-4.06,6096,6096,6096,2037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0559.lab.06MIL1237.iso.1,UKMYC5,-8.059999999999999,-4.06,4300,857,857,728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T8389.lab.IML00154.iso.1,UKMYC6,-5.06,-4.06,7166,7166,77,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0713.lab.SJ-07260-18.iso.1,UKMYC6,-8.059999999999999,-5.06,5914,384,194,390
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,site.06.subj.MHL_0136-14.lab.06MIL0084.iso.1,UKMYC5,-8.059999999999999,-4.06,708,1417,2835,1417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-78.lab.IML-01108.iso.1,UKMYC6,-4.06,-3.06,264,12,358,1177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0201.lab.CO-09120-18.iso.1,UKMYC6,-5.06,-4.06,190,403,396,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB13019.lab.26137.iso.1,UKMYC5,-8.059999999999999,-4.06,10394,1054,1005,2011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB32007.lab.1794.iso.1,UKMYC6,-5.06,-4.06,1832,5,1581,790
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.BOR-6072-15.lab.IML-00655.iso.1,UKMYC6,-5.06,-4.06,6420,6420,6420,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.01266.lab.800224.iso.1,UKMYC5,-8.059999999999999,-4.06,5984,5984,5984,796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-91540144.lab.IML-01052.iso.1,UKMYC6,-8.059999999999999,-5.06,834,3590,835,1674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0489.lab.LS-08653-18.iso.1,UKMYC6,-5.06,-4.06,82,637,831,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.JHL_0046-14.lab.06MIL0185.iso.1,UKMYC5,-4.06,-3.06,3477,3477,3477,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T874.lab.IML-00006.iso.1,UKMYC6,-5.06,-4.06,10113,5056,5056,73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0954.lab.CO-10313-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1268,247,1700,1068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2720.lab.26657.iso.1,UKMYC5,-8.059999999999999,-4.06,4626,504,789,1296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1230.lab.CO-01326-19.iso.1,UKMYC6,-5.06,-4.06,574,457,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1572.lab.MA-02543-18.iso.1,UKMYC6,-5.06,-4.06,1195,179,719,1068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMK-0933.lab.MK-0264.iso.1,UKMYC5,-8.059999999999999,-4.06,305,2174,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB32009.lab.1825.iso.1,UKMYC6,-5.06,-4.06,1635,1635,1635,1635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0204.lab.TAN-156.iso.1,UKMYC5,-8.059999999999999,-4.06,10110,217,874,604
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.02TB0252.lab.17427.iso.1,UKMYC6,-8.059999999999999,-5.06,5630,5630,5630,527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0022.lab.2014232005.iso.1,UKMYC5,-4.06,-3.06,9831,4915,4915,4915
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2514.lab.26113.iso.1,UKMYC5,-3.06,-2.0,4520,4520,4520,4520
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PLE-0883.lab.LE-079.iso.1,UKMYC5,-8.059999999999999,-4.06,10678,328,754,658
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1473.lab.CO-03323-19.iso.1,UKMYC6,-5.06,-4.06,396,793,1208,2418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0301.lab.TAN-714.iso.1,UKMYC5,-8.059999999999999,-4.06,1048,189,3050,956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-83750042.lab.83750042.iso.1,UKMYC6,-5.06,-4.06,1287,582,1166,2333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.06TB_0632.lab.06MIL1501.iso.1,UKMYC6,-8.059999999999999,-5.06,6347,6347,6347,412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.DR-255.lab.IML-01174.iso.1,UKMYC6,-5.06,-4.06,851,1704,159,1231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.06TB_0468.lab.06MIL1398.iso.1,UKMYC6,-5.06,-4.06,9761,4880,4880,4880
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0126.lab.22A080.iso.1,UKMYC5,-2.0,-1.0,8127,8127,4063,4063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-83420030.lab.83420030.iso.1,UKMYC6,-8.059999999999999,-5.06,9073,4536,4536,4536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00023159.lab.YA00023159.iso.1,UKMYC5,-8.059999999999999,-4.06,699,8298,181,594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00106042.lab.YA00106042.iso.1,UKMYC6,-4.06,-3.06,3626,7253,3626,3626
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0249.lab.06MIL0710.iso.1,UKMYC5,-8.059999999999999,-4.06,354,1422,1422,2136
